178940,0
178834,0
178491,0
178485,0
178346,0
178343,0
178341,0
178332,0
178327,0
178326,0
178325,0
178323,0
178320,0
178319,0
178314,0
178313,0
178312,0
178311,0
178310,0
178309,0
178308,0
178307,0
178301,0
178300,0
178299,0
178298,0
178296,0
178293,0
177024,0
177023,0
177022,0
177021,0
177020,0
177019,0
177018,0
177016,0
177015,0
177013,0
177012,0
177011,0
177010,0
177008,0
177007,0
177006,0
177005,0
177004,0
177003,0
177002,0
177001,0
177000,0
176996,0
176995,0
176994,0
176993,0
176992,0
176991,0
176990,0
176989,0
176987,0
176986,0
176985,0
176982,0
176981,0
176980,0
176979,0
176977,0
176976,0
176973,0
176972,0
176971,0
176970,0
176969,0
176968,0
176967,0
176966,0
176965,0
176964,0
176963,0
176962,0
176960,0
176959,0
176958,0
176957,0
176956,0
176955,0
176954,0
176953,0
176952,0
176951,0
176950,0
176949,0
176948,0
176947,0
176946,0
176945,0
176944,0
176943,0
176942,0
176941,0
176940,0
176939,0
176938,0
176936,0
176935,0
176933,0
176931,0
176930,0
176929,0
176928,0
176927,0
176926,0
176925,0
176924,0
176923,0
176922,0
176921,0
176920,0
176919,0
176918,0
176917,0
176916,0
176915,0
176913,0
176912,0
176911,0
176910,0
176909,0
176907,0
176906,0
176905,0
176904,0
176903,0
176902,0
176901,0
176900,0
176899,0
176898,0
176897,0
176896,0
176895,0
176894,0
176891,0
176890,0
176889,0
176888,0
176887,0
176886,0
176885,0
176883,0
176882,0
176881,0
176880,0
176878,0
176877,0
176876,0
176871,0
176870,0
176869,0
176868,0
176867,0
176866,0
176865,0
176864,0
176862,0
176861,0
176860,0
176859,0
176858,0
176857,0
176856,0
176855,0
176853,0
176852,0
176851,0
176850,0
176849,0
176847,0
176846,0
176845,0
124146,0
179082,0
179081,0
179080,0
179079,0
179078,0
179077,0
179024,0
179022,0
179021,0
179020,0
179018,0
178979,0
178978,0
178977,0
178976,0
178975,0
178973,0
178971,0
178970,0
178969,0
178967,0
178966,0
178963,0
178962,0
178959,0
178958,0
178957,0
178956,0
178955,0
178954,0
178953,0
178952,0
178951,0
178949,0
178948,0
178947,0
178946,0
178945,0
178944,0
178943,0
178942,0
178941,0
178939,0
178938,0
178935,0
178856,0
178855,0
178854,0
178853,0
178852,0
178851,0
178849,0
178848,0
178847,0
178845,0
178844,0
178843,0
178842,0
178841,0
178840,0
178838,0
178837,0
178836,0
178835,0
178833,0
178832,0
178831,0
178829,0
178695,0
178694,0
178693,0
178692,0
178691,0
178690,0
178602,0
178597,0
178596,0
178595,0
178594,0
178593,0
178590,0
178589,0
178588,0
178587,0
178585,0
178584,0
178583,0
178582,0
178581,0
178578,0
178577,0
178576,0
178575,0
178574,0
178573,0
178571,0
178570,0
178569,0
178568,0
178567,0
178566,0
178565,0
178564,0
178563,0
178562,0
178561,0
178560,0
178559,0
178558,0
178557,0
178556,0
178555,0
178550,0
178549,0
178547,0
178546,0
178545,0
178544,0
178543,0
178542,0
178541,0
178540,0
178539,0
178537,0
178536,0
178535,0
178534,0
178533,0
178532,0
178531,0
178530,0
178529,0
178528,0
178526,0
178523,0
178522,0
178521,0
178520,0
178519,0
178518,0
178515,0
178514,0
178511,0
178510,0
178508,0
178507,0
178506,0
178505,0
178502,0
178501,0
178500,0
178499,0
178498,0
178497,0
178496,0
178495,0
178494,0
178493,0
178492,0
178490,0
178487,0
178486,0
178484,0
178483,0
178468,0
178467,0
178456,0
178446,0
178443,0
178430,0
178429,0
178427,0
178425,0
178423,0
178422,0
178420,0
178419,0
178418,0
178417,0
178416,0
178413,0
178411,0
178410,0
178409,0
178408,0
178407,0
178406,0
178405,0
178404,0
178403,0
178402,0
178401,0
178398,0
178397,0
178396,0
178395,0
178394,0
178393,0
178392,0
178391,0
178390,0
178389,0
178388,0
178387,0
178385,0
178384,0
178383,0
178382,0
178381,0
178380,0
178379,0
178378,0
178377,0
178376,0
178375,0
178374,0
178373,0
178372,0
178371,0
178370,0
178369,0
178368,0
178367,0
178365,0
178364,0
178363,0
178362,0
178361,0
178360,0
178359,0
178358,0
178355,0
178354,0
178353,0
178349,0
178348,0
178347,0
178345,0
178342,0
178340,0
178338,0
178336,0
178333,0
178331,0
178329,0
178316,0
178304,0
178302,0
178892,0
178891,0
178890,0
178889,0
178765,0
178761,0
178760,0
178759,0
178758,0
178470,0
178466,0
178465,0
178464,0
178460,0
178459,0
178458,0
178457,0
178455,0
178454,0
178453,0
178452,0
178451,0
178450,0
178449,0
178448,0
178447,0
178445,0
178440,0
178439,0
178438,0
178436,0
178435,0
178434,0
178433,0
178432,0
178431,0
178428,0
52831,1
52829,1
52828,1
52827,1
52826,1
52824,1
52818,1
52811,1
52808,1
52807,1
52806,1
52802,1
52801,1
52800,1
52799,1
52798,1
52797,1
52796,1
52795,1
52794,1
52793,1
52792,1
52791,1
52790,1
52787,1
52786,1
52784,1
52783,1
52782,1
52781,1
52780,1
52779,1
52778,1
52777,1
52776,1
52775,1
52774,1
52773,1
52772,1
52771,1
52770,1
52769,1
52768,1
52767,1
52766,1
52765,1
52764,1
52763,1
52762,1
52761,1
52760,1
52759,1
52758,1
52757,1
52756,1
52755,1
52754,1
52753,1
52752,1
52751,1
52750,1
52749,1
52748,1
52747,1
52746,1
52745,1
52744,1
52743,1
52742,1
52740,1
52739,1
52738,1
52737,1
52736,1
52735,1
52734,1
52733,1
52732,1
52731,1
52730,1
52729,1
52728,1
52727,1
52726,1
52725,1
52724,1
52723,1
52722,1
52721,1
52719,1
52718,1
52717,1
52464,1
52446,1
52434,1
54026,1
53801,1
53786,1
53778,1
53766,1
53761,1
53754,1
53752,1
53748,1
53743,1
53742,1
53740,1
53739,1
53738,1
53737,1
53736,1
53735,1
53734,1
53733,1
53732,1
53731,1
53730,1
53729,1
53728,1
53727,1
53726,1
53725,1
53723,1
53722,1
53721,1
53720,1
53717,1
53716,1
53715,1
53714,1
53713,1
53712,1
53711,1
53710,1
53709,1
53708,1
53707,1
53706,1
53705,1
53704,1
53703,1
53702,1
53701,1
53700,1
53699,1
53698,1
53697,1
53696,1
53695,1
53694,1
53693,1
53692,1
53691,1
53690,1
53689,1
53688,1
53687,1
53686,1
53685,1
53684,1
53683,1
53682,1
53681,1
53680,1
53679,1
53678,1
53677,1
53676,1
53675,1
53674,1
53673,1
53672,1
53671,1
53670,1
53669,1
53668,1
53667,1
53666,1
53665,1
53664,1
53663,1
53662,1
53661,1
53660,1
53659,1
53658,1
53657,1
53656,1
53655,1
53654,1
53653,1
53652,1
53651,1
53650,1
53649,1
53648,1
53647,1
53646,1
53645,1
53644,1
53643,1
53642,1
53641,1
53640,1
53639,1
53638,1
53637,1
53636,1
53635,1
53634,1
53633,1
53632,1
53631,1
53630,1
53629,1
53628,1
53627,1
53626,1
53625,1
53624,1
53623,1
53622,1
53621,1
53620,1
53619,1
53618,1
53617,1
53616,1
53615,1
53614,1
53613,1
53612,1
53611,1
53610,1
53609,1
53608,1
53607,1
53606,1
53605,1
53604,1
53603,1
53602,1
53601,1
53600,1
53599,1
53598,1
53597,1
53596,1
53595,1
53594,1
53593,1
53592,1
53591,1
53590,1
53589,1
53588,1
53587,1
53586,1
53585,1
53584,1
53583,1
53582,1
53581,1
53580,1
53579,1
53578,1
53577,1
53576,1
53575,1
53574,1
53573,1
53572,1
53571,1
53570,1
53569,1
53568,1
53567,1
53566,1
53565,1
53564,1
53563,1
53562,1
53561,1
53560,1
53559,1
53558,1
53557,1
53556,1
53555,1
53554,1
53553,1
53552,1
53551,1
53550,1
53549,1
53548,1
53547,1
53546,1
53545,1
53544,1
53543,1
53542,1
53541,1
53540,1
53539,1
53538,1
53537,1
53536,1
53535,1
53534,1
53533,1
53532,1
53531,1
53530,1
53529,1
53528,1
53527,1
53526,1
53525,1
53524,1
53523,1
53522,1
53521,1
53520,1
53519,1
53518,1
53517,1
53516,1
53515,1
53514,1
53513,1
53512,1
53511,1
53510,1
53509,1
53508,1
53507,1
53506,1
53505,1
53504,1
53503,1
53502,1
53128,1
52830,1
52825,1
52823,1
52822,1
52821,1
52820,1
52819,1
52817,1
52816,1
52815,1
52814,1
52813,1
52812,1
52810,1
52809,1
52805,1
52804,1
52789,1
52788,1
52785,1
54152,1
54092,1
53996,1
53987,1
53985,1
53982,1
53980,1
53979,1
53978,1
53977,1
53976,1
53975,1
53974,1
